id,liability date,liability value,currency,payment date,payment value,original exchange rate,payment exchange rate,today exchange rate,original value in pln,paid value in foreign,remaining liability in foreign,remaining liability in pln
195,2008-11-10,6394,usd,2020-11-12,2236,2.8332,3.7995,4.0495,18115.4808,588.4984866429793,5805.5015133570205,23509.378378339254
196,2003-07-23,3347,eur,2020-07-15,5295,4.4591,4.4738,4.3463,14924.6077,1183.5576020385356,2163.4423979614644,9402.969694259913
197,2003-03-24,2420,usd,2013-02-13,5442,4.0746,3.1012,4.0495,9860.532000000001,1754.8045917709273,665.1954082290727,2693.70880562363
198,2007-07-30,3272,usd,2016-10-18,8268,2.78,3.9148,4.0495,9096.16,2111.9852866046795,1160.0147133953205,4697.47958189435
199,2012-02-16,4015,eur,2014-05-21,2538,4.2276,4.1885,4.3463,16973.814,605.9448489912857,3409.0551510087143,14816.776402829177
200,2009-05-05,7183,chf,2017-05-17,8346,2.8753,3.839,4.5849,20653.2799,2174.0036467830164,5008.996353216984,22965.74737986455
201,2008-03-14,6213,eur,2019-12-18,9652,3.5307,4.2644,4.3463,21936.2391,2263.3899258981332,3949.6100741018668,17166.190265068944
202,2002-12-06,8353,gbp,2021-11-04,5124,6.2683,5.4249,5.084,52359.1099,944.5335397887519,7408.466460211248,37664.64348371398
203,2006-11-23,8260,gbp,2022-04-11,1502,5.64,5.5484,5.084,46586.399999999994,270.70867277052844,7989.291327229472,40617.55710763463
204,2002-01-17,9853,gbp,2013-05-21,6787,5.9052,4.9328,5.084,58183.9356,1375.891988323062,8477.108011676937,43097.61713136554
205,2006-02-10,1894,usd,2014-07-18,2811,3.1638,3.0652,4.0495,5992.2372000000005,917.0690330157902,976.9309669842098,3956.081950802558
206,2009-09-15,6826,gbp,2013-11-14,6834,4.741,4.9875,5.084,32362.066,1370.2255639097746,5455.774436090225,27737.157233082704
207,2008-11-18,1420,usd,2013-09-26,7859,3.0665,3.1277,4.0495,4354.43,2512.709019407232,-1092.709019407232,-4424.925174089586
208,2004-07-06,8452,gbp,2021-03-30,2876,6.7531,5.4549,5.084,57077.201199999996,527.2323965608902,7924.76760343911,40289.51849588443
209,2004-08-16,3007,gbp,2019-10-10,9365,6.6443,4.7971,5.084,19979.4101,1952.2211336015507,1054.7788663984493,5362.495756769716
210,2002-11-27,1886,eur,2016-07-08,3034,3.9439,4.4295,4.3463,7438.1954000000005,684.9531549836324,1201.0468450163676,5220.109902494639
211,2002-06-17,4419,chf,2019-02-26,7820,2.5845,3.8145,4.5849,11420.905499999999,2050.0720933280904,2368.9279066719096,10861.29755930004
212,2012-11-02,7931,gbp,2014-06-25,5303,5.1455,5.169,5.084,40808.9605,1025.9237763590638,6905.076223640936,35105.40752099052
213,2002-08-02,4187,eur,2020-11-13,4791,4.1554,4.496,4.3463,17398.6598,1065.6138790035586,3121.3861209964416,13566.480497686834
214,2007-11-29,8727,chf,2022-07-13,3438,2.2114,4.9269,4.5849,19298.887799999997,697.8018632405773,8029.198136759423,36813.070537228275
215,2006-09-18,7493,usd,2013-04-22,3875,3.1123,3.1448,4.0495,23320.4639,1232.1928262528618,6260.807173747138,25353.138650089037
216,2002-10-07,3328,eur,2022-01-27,1562,4.0763,4.5713,4.3463,13565.9264,341.6971102312253,2986.3028897687745,12979.368249802026
217,2007-04-20,2934,eur,2016-08-03,4422,3.7941,4.3135,4.3463,11131.8894,1025.1535875738957,1908.8464124261043,8296.419162327578
218,2012-01-17,7708,eur,2019-07-15,8164,4.3708,4.2673,4.3463,33690.1264,1913.153516274928,5794.846483725072,25186.14127221428
219,2006-08-01,7033,usd,2023-08-08,5132,3.0881,4.0396,4.0495,21718.6073,1270.4228141400138,5762.5771858599865,23335.556314140016
220,2005-10-28,2913,eur,2023-03-14,7241,3.99,4.6909,4.3463,11622.87,1543.6270225329895,1369.3729774670105,5951.705771964868
221,2003-05-08,4975,gbp,2019-03-13,4901,6.057,5.0013,5.084,30133.575,979.9452142442966,3995.0547857557035,20310.858530781996
222,2012-01-11,5735,usd,2021-01-22,6986,3.4919,3.7255,4.0495,20026.0465,1875.1845389880555,3859.8154610119445,15630.32270936787
223,2009-08-07,8149,eur,2021-02-01,4803,4.1688,4.5137,4.3463,33971.5512,1064.0937590003766,7084.906240999623,30793.127995256666
224,2012-09-25,6994,eur,2014-08-05,2538,4.1475,4.1679,4.3463,29007.614999999998,608.9397538328654,6385.060246167134,27751.387347916218
225,2009-09-17,8519,chf,2022-03-08,8380,2.7119,4.8579,4.5849,23102.6761,1725.0252166574035,6793.974783342596,31149.69498414747
226,2004-07-21,3687,chf,2016-03-16,8484,2.9116,3.9192,4.5849,10735.0692,2164.727495407226,1522.272504592774,6979.46720630741
227,2003-10-27,3183,gbp,2023-04-27,9744,6.7135,5.1805,5.084,21369.070499999998,1880.8995270726762,1302.1004729273238,6619.878804362514
228,2006-04-03,5512,usd,2022-08-18,8287,3.2538,4.6468,4.0495,17934.9456,1783.3778083842644,3728.6221916157356,15099.055564947921
229,2009-11-26,6555,chf,2017-02-20,1726,2.7406,4.0564,4.5849,17964.633,425.5004437432206,6129.499556256779,28103.142515481708
230,2004-01-08,1077,chf,2019-02-21,3379,2.9716,3.8171,4.5849,3200.4132,885.2270047942155,191.77299520578447,879.2600057190012
231,2009-09-23,8528,chf,2019-12-18,3637,2.7596,3.9069,4.5849,23533.8688,930.9170953953262,7597.082904604674,34831.865409321974
232,2006-06-13,9069,gbp,2015-03-03,2301,5.904,5.717,5.084,53543.376,402.48382018541196,8666.516179814587,44060.56825817736
233,2007-04-12,2175,usd,2018-12-24,9740,2.8499,3.7588,4.0495,6198.532499999999,2591.2525274023624,-416.2525274023624,-1685.6146097158664
234,2005-12-15,5416,eur,2017-01-26,5439,3.8456,4.352,4.3463,20827.7696,1249.7702205882351,4166.229779411765,18107.684490257354
235,2009-03-25,3718,eur,2019-12-31,3100,4.5555,4.2585,4.3463,16937.349000000002,727.9558529998826,2990.0441470001174,12995.628876106612
236,2006-12-13,5808,eur,2023-08-08,3987,3.8,4.4375,4.3463,22070.399999999998,898.4788732394367,4909.521126760564,21338.25167323944
237,2012-08-28,5262,usd,2014-02-21,1550,3.2685,3.0389,4.0495,17198.847,510.05297969660074,4751.947020303399,19243.009458718614
238,2006-04-25,4383,usd,2019-05-16,4861,3.1172,3.8259,4.0495,13662.6876,1270.5507200920044,3112.4492799079953,12603.863358987428
239,2005-12-23,7919,gbp,2020-11-27,4471,5.6187,5.0239,5.084,44494.4853,889.946057843508,7029.053942156492,35735.7102419236
240,2006-04-05,6602,usd,2015-03-16,5986,3.2418,3.926,4.0495,21402.3636,1524.7070809984716,5077.292919001528,20560.49767549669
241,2008-10-21,6958,eur,2022-02-01,8463,3.5962,4.582,4.3463,25022.3596,1847.0100392841555,5110.989960715844,22213.895666259275
242,2005-12-30,5032,chf,2023-03-07,2435,2.4788,4.7156,4.5849,12473.321600000001,516.3711934854525,4515.628806514547,20703.70651498855
243,2010-03-15,9735,eur,2013-10-04,3193,3.901,4.2065,4.3463,37976.235,759.0633543325805,8975.93664566742,39012.11344306431
244,2011-11-10,4235,usd,2022-12-13,2568,3.2213,4.4527,4.0495,13642.2055,576.7287263907292,3658.271273609271,14814.169522480743
245,2011-05-17,2739,chf,2021-12-15,7379,3.1271,4.4362,4.5849,8565.1269,1663.3605337901806,1075.6394662098194,4931.699388625401
246,2006-10-09,3057,gbp,2023-07-20,9809,5.8068,5.1321,5.084,17751.3876,1911.303365094211,1145.696634905789,5824.721691861031
247,2011-01-12,3991,eur,2018-06-08,8983,3.8403,4.2912,4.3463,15326.6373,2093.353840417599,1897.6461595824012,8247.739503392992
248,2010-11-15,2587,gbp,2019-02-12,3542,4.6443,4.9303,5.084,12014.804100000001,718.4147009309778,1868.5852990690223,9499.88766046691
249,2008-12-05,4142,chf,2019-10-02,6443,2.5359,4.0167,4.5849,10503.6978,1604.0530783976897,2537.9469216023103,11636.232840854433
250,2006-03-06,3768,gbp,2021-12-01,8845,5.5647,5.4651,5.084,20967.7896,1618.4516294303855,2149.5483705696142,10928.303915975917
251,2004-03-12,6801,chf,2013-12-12,5835,3.0433,3.4252,4.5849,20697.4833,1703.5501576550275,5097.449842344972,23371.297782167465
252,2004-03-01,5457,usd,2013-12-31,1487,3.9351,3.012,4.0495,21473.8407,493.69189907038515,4963.308100929615,20098.916154714476
253,2005-08-24,5112,gbp,2019-09-03,6319,5.901,4.7823,5.084,30165.912,1321.330740438701,3790.669259561299,19271.762515609644
254,2004-11-22,4198,gbp,2019-12-12,8623,6.0094,5.0756,5.084,25227.4612,1698.9124438490032,2499.0875561509965,12705.361135471665
255,2002-02-27,9670,eur,2019-08-06,1103,3.6261,4.3096,4.3463,35064.387,255.94022647113422,9414.059773528867,40916.327993688516
256,2010-02-26,4827,eur,2015-01-15,5096,3.9768,4.2897,4.3463,19196.0136,1187.9618621348814,3639.0381378651186,15816.351458603167
257,2012-02-10,8254,eur,2023-01-26,9230,4.2048,4.7239,4.3463,34706.4192,1953.8940282393783,6300.105971760622,27382.150585063195
258,2002-11-12,8284,eur,2019-09-26,5963,3.961,4.3861,4.3463,32812.924,1359.522126718497,6924.477873281503,30095.858180643398
259,2004-12-03,3984,usd,2018-04-23,4459,3.1466,3.4156,4.0495,12536.054399999999,1305.4807354491159,2678.519264550884,10846.663761798805
260,2009-02-02,7871,chf,2023-03-09,2612,2.9883,4.7319,4.5849,23520.909300000003,551.9981402819163,7319.001859718083,33556.891626621444
261,2012-02-27,1536,gbp,2023-02-10,5998,4.9415,5.3922,5.084,7590.143999999999,1112.3474648566448,423.6525351433552,2153.8494886688177
262,2011-12-02,4052,chf,2020-02-26,7402,3.6275,4.0617,4.5849,14698.63,1822.3896398059926,2229.6103601940076,10222.540540453507
263,2011-02-08,9471,eur,2014-07-14,4384,3.8742,4.139,4.3463,36692.5482,1059.1930417975357,8411.806958202464,36560.23658243537
264,2012-04-30,2101,gbp,2017-04-18,1256,5.1295,5.0108,5.084,10777.0795,250.65857747265906,1850.341422527341,9407.135792129
265,2006-02-03,7173,eur,2022-04-29,8455,3.83,4.6582,4.3463,27472.59,1815.078785797089,5357.921214202911,23287.132973290114
266,2002-07-17,8771,chf,2020-08-19,7560,2.8297,4.0707,4.5849,24819.2987,1857.1744417422062,6913.825558257794,31699.198802056162
267,2008-03-17,9395,eur,2017-02-24,4030,3.5613,4.3102,4.3463,33458.4135,934.9914157115679,8460.008584288433,36769.735309892814
268,2004-09-15,4881,gbp,2019-02-26,2301,6.3684,5.0259,5.084,31084.1604,457.82844863606516,4423.171551363935,22487.404167134242
269,2002-10-24,8701,usd,2022-09-06,2668,4.0935,4.7367,4.0495,35617.5435,563.261342284713,8137.7386577152865,32953.772694418054
270,2003-11-07,2661,chf,2020-05-28,6364,2.9208,4.1494,4.5849,7772.248799999999,1533.7157179351232,1127.2842820648768,5168.485704839254
271,2004-06-08,9913,usd,2018-08-17,1043,3.7333,3.7784,4.0495,37008.2029,276.04276942621215,9636.957230573787,39024.85830520855
272,2010-09-29,7205,gbp,2022-02-17,9110,4.6247,5.3988,5.084,33320.9635,1687.4120174853672,5517.587982514633,28051.417303104394
273,2009-11-02,2078,usd,2016-02-08,3713,2.8767,3.9525,4.0495,5977.7826000000005,939.4054395951929,1138.594560404807,4610.738672359266
274,2006-06-01,6338,gbp,2016-09-19,7280,5.7463,5.0334,5.084,36420.049399999996,1446.338459093257,4891.6615409067435,24869.20727396988
275,2002-12-10,1752,chf,2013-09-06,6760,2.706,3.4673,4.5849,4740.912,1949.6438150722465,-197.64381507224653,-906.1771277247432
276,2008-11-03,7707,gbp,2021-12-27,9107,4.4902,5.4805,5.084,34605.971399999995,1661.7096980202537,6045.290301979747,30734.25589526503
277,2004-08-16,5613,gbp,2021-05-05,8165,6.6443,5.2984,5.084,37294.4559,1541.0312547184055,4071.9687452815942,20701.889101011624
278,2005-09-22,9751,eur,2020-05-04,6038,3.9065,4.5582,4.3463,38092.2815,1324.6456934754947,8426.354306524505,36623.46372244746
279,2005-06-13,4575,eur,2016-07-14,9167,4.035,4.407,4.3463,18460.125,2080.099841161788,2494.900158838212,10843.584560358522
280,2011-02-03,1082,eur,2023-03-10,8748,3.9173,4.6838,4.3463,4238.5186,1867.7142491139673,-785.7142491139673,-3414.9498409240364
281,2004-02-17,9172,gbp,2017-12-04,1583,7.1944,4.7685,5.084,65987.0368,331.9702212435776,8840.029778756423,44942.71139519765
282,2009-05-22,5725,chf,2019-11-26,4002,2.8966,3.9131,4.5849,16583.035,1022.7185607319005,4702.281439268099,21559.49017090031
283,2007-11-22,4295,gbp,2021-05-12,3042,5.1287,5.2969,5.084,22027.7665,574.2981744038966,3720.7018255961034,18916.048081330588
284,2010-05-11,6793,gbp,2017-06-14,5954,4.733,4.7783,5.084,32151.268999999997,1246.0498503651927,5546.9501496348075,28200.69456074336
285,2005-04-15,9272,usd,2014-11-19,4088,3.2166,3.3655,4.0495,29824.3152,1214.6783538850098,8057.3216461149905,32628.124005942656
286,2011-08-30,6380,gbp,2019-11-15,1804,4.697,5.0014,5.084,29966.86,360.6990042788019,6019.300995721198,30602.12626224657
287,2005-07-28,7667,usd,2013-02-14,7228,3.3885,3.1209,4.0495,25979.6295,2315.9985901502773,5351.001409849723,21668.880209186453
288,2004-05-12,5566,gbp,2016-11-03,8881,7.085,4.8165,5.084,39435.11,1843.8700301048482,3722.1299698951516,18923.30876694695
289,2010-04-06,4303,usd,2020-06-18,2176,2.8618,3.9589,4.0495,12314.3254,549.6476293920028,3753.3523706079973,15199.200424777086
290,2003-12-22,2151,usd,2020-02-21,6482,3.7373,3.9623,4.0495,8038.9322999999995,1635.9185321656614,515.0814678343386,2085.822403995154
291,2009-03-13,3238,chf,2017-09-21,1340,2.9292,3.7042,4.5849,9484.7496,361.75152529561035,2876.2484747043895,13187.311631672155
292,2004-05-18,5717,gbp,2019-06-14,3392,6.9851,4.7771,5.084,39933.8167,710.0542169935735,5006.945783006427,25455.31236080467
293,2011-10-05,8576,eur,2018-12-05,7005,4.3918,4.2896,4.3463,37664.0768,1633.0193957478552,6942.980604252145,30176.2766002611
294,2008-05-21,5151,gbp,2018-12-06,8951,4.2298,4.8221,5.084,21787.6998,1856.2452043715393,3294.7547956284607,16750.533380975092
295,2006-06-30,1422,eur,2017-11-20,6677,4.0434,4.2351,4.3463,5749.7148,1576.5861490873888,-154.58614908738878,-671.8777797785178
296,2003-04-08,6119,gbp,2022-08-01,7223,6.3003,5.6612,5.084,38551.5357,1275.877905744365,4843.122094255635,24622.432727195646
297,2006-01-27,4537,chf,2023-03-01,4864,2.4689,4.7031,4.5849,11201.399300000001,1034.2114775360933,3502.7885224639067,16059.935096644767
298,2011-02-14,2942,eur,2019-12-27,6037,3.9337,4.2624,4.3463,11572.9454,1416.338213213213,1525.661786786787,6630.983823911412
299,2008-10-02,9257,usd,2015-04-01,1615,2.447,3.789,4.0495,22651.879,426.23383478490365,8830.766165215096,35760.18758603853
300,2006-01-13,6318,chf,2023-03-15,9761,2.4607,4.7938,4.5849,15546.7026,2036.1717218073345,4281.8282781926655,19631.754472685552
301,2005-07-21,1581,chf,2017-07-21,1743,2.6447,3.8195,4.5849,4181.2707,456.3424532006807,1124.6575467993193,5156.442386320199
302,2012-10-26,6441,eur,2017-07-28,8134,4.1543,4.2617,4.3463,26757.8463,1908.6280122955627,4532.371987704437,19699.048370159795
303,2008-06-19,3336,gbp,2022-05-25,3818,4.2791,5.3938,5.084,14275.077599999999,707.8497534205941,2628.150246579406,13361.515853609699
304,2005-07-01,4805,gbp,2023-08-28,1229,5.9426,5.2065,5.084,28554.193,236.05108998367425,4568.9489100163255,23228.536258522996
305,2012-05-30,2905,eur,2015-12-31,4889,4.3731,4.2615,4.3463,12703.8555,1147.2486213774494,1757.7513786225506,7639.7148169071925
306,2010-07-19,5291,usd,2015-07-03,3542,3.1825,3.7726,4.0495,16838.607500000002,938.875046387107,4352.124953612893,17623.929999655407
307,2012-02-14,5459,gbp,2023-11-02,4710,5.0054,5.1135,5.084,27324.4786,921.0912290994427,4537.908770900557,23070.72819125843
308,2012-08-23,5143,chf,2015-01-30,9285,3.3939,4.0179,4.5849,17454.827699999998,2310.9086836407077,2832.0913163592923,12984.85547637572
309,2006-04-26,6235,gbp,2019-02-25,9691,5.5824,5.0025,5.084,34806.263999999996,1937.231384307846,4297.768615692154,21849.855642178907
310,2004-10-18,5438,usd,2016-09-20,3529,3.4388,3.8438,4.0495,18700.1944,918.1018783495499,4519.89812165045,18303.327443623497
311,2011-08-11,6756,eur,2020-03-30,8781,4.1605,4.5395,4.3463,28108.338,1934.3540037449056,4821.645996255094,20956.319993523517
312,2006-07-20,8079,gbp,2018-06-01,1258,5.7981,4.9102,5.084,46842.8499,256.20137672599895,7822.798623274001,39771.10820072502
313,2010-07-01,8422,gbp,2020-11-10,8413,5.0372,5.0567,5.084,42423.2984,1663.733264777424,6758.266735222576,34359.02808187158
314,2008-05-27,1585,gbp,2017-08-01,4944,4.2636,4.7622,5.084,6757.8060000000005,1038.1756331107472,546.8243668892528,2780.0550812649612
315,2003-03-20,3547,gbp,2019-02-21,4013,6.3525,4.9965,5.084,22532.3175,803.1622135494846,2743.8377864505155,13949.67130631442
316,2002-11-22,7018,chf,2017-09-01,1787,2.6797,3.7134,4.5849,18806.1346,481.2301394948026,6536.769860505197,29970.43613343028
317,2004-04-01,1930,eur,2021-04-14,6965,4.7528,4.5552,4.3463,9172.903999999999,1529.0217773094485,400.97822269055155,1742.7716492799443
318,2002-10-25,9067,usd,2014-12-03,1828,4.0752,3.373,4.0495,36949.8384,541.950785650756,8525.049214349245,34522.186793507266
319,2004-09-23,3727,eur,2019-03-25,8338,4.3487,4.2978,4.3463,16207.6049,1940.0623574852252,1786.9376425147748,7766.567075661967
320,2003-07-07,3079,usd,2013-11-08,1493,3.8907,3.1133,4.0495,11979.4653,479.5554556258632,2599.444544374137,10526.450682443068
321,2006-09-12,6709,chf,2013-05-14,2311,2.5203,3.3549,4.5849,16908.6927,688.843184595666,6020.156815404334,27601.816982947334
322,2009-12-28,1136,eur,2015-07-14,3961,4.1606,4.1545,4.3463,4726.441599999999,953.4239980743772,182.5760019256228,793.5300771693344
323,2002-07-25,1713,usd,2019-09-26,9693,4.0713,4.0092,4.0495,6974.1368999999995,2417.6893145764743,-704.6893145764743,-2853.6393793774328
324,2009-01-19,5883,usd,2014-03-19,8667,3.2473,3.0245,4.0495,19103.8659,2865.5976194412297,3017.4023805587703,12218.97094007274
325,2012-02-21,5125,chf,2016-04-13,2533,3.4547,3.9343,4.5849,17705.337499999998,643.8248227130621,4481.1751772869375,20545.74007034288
326,2004-01-09,3557,gbp,2020-12-31,6568,6.7549,5.1327,5.084,24027.1793,1279.6383969450776,2277.3616030549224,11578.106389931225
327,2011-04-05,9161,chf,2021-05-28,9939,3.0767,4.0941,4.5849,28185.6487,2427.639774309372,6733.360225690628,30871.78329876896
328,2007-12-19,5803,chf,2014-03-13,1132,2.179,3.4787,4.5849,12644.737,325.4089171242131,5477.591082875787,25114.207355877195
329,2004-11-04,5770,gbp,2019-08-30,4189,6.2018,4.834,5.084,35784.386000000006,866.5701282581714,4903.429871741829,24929.037467935454
330,2003-12-15,9630,eur,2015-07-13,1470,4.6565,4.155,4.3463,44842.095,353.7906137184115,9276.20938628159,40317.188855595676
331,2005-07-26,8247,usd,2014-01-10,2111,3.4255,3.07,4.0495,28250.0985,687.6221498371336,7559.377850162867,30611.70060423453
332,2009-02-27,4163,eur,2020-03-13,8932,4.6578,4.3618,4.3463,19390.4214,2047.7784400935395,2115.2215599064602,9193.387465821448
333,2009-09-30,6487,usd,2015-01-12,3136,2.8852,3.6218,4.0495,18716.292400000002,865.8678005411674,5621.1321994588325,22762.774841708542
334,2012-04-25,8754,eur,2014-02-24,1871,4.187,4.1638,4.3463,36652.998,449.3491522167251,8304.650847783276,36094.50397972045
335,2008-07-14,7036,usd,2017-03-14,1083,2.0529,4.0697,4.0495,14444.2044,266.112981300833,6769.887018699167,27414.65748222228
336,2005-04-29,7642,chf,2023-10-12,6609,2.7801,4.7398,4.5849,21245.5242,1394.3626313346556,6247.637368665344,28644.792571593738
337,2010-09-22,3186,usd,2017-08-04,4654,2.9636,3.5702,4.0495,9442.0296,1303.5684275390736,1882.4315724609264,7622.906652680522
338,2012-03-01,5475,usd,2014-12-22,7241,3.0887,3.4767,4.0495,16910.6325,2082.7221215520462,3392.2778784479538,13737.02926877499
339,2011-06-17,4758,eur,2014-05-14,8080,3.9788,4.1828,4.3463,18931.130400000002,1931.720378693698,2826.279621306302,12283.859118083581
340,2007-08-30,9791,gbp,2017-05-08,8739,5.6474,4.98,5.084,55293.693400000004,1754.8192771084337,8036.180722891566,40855.942795180716
341,2002-04-12,7000,usd,2016-11-23,2320,4.0607,4.1588,4.0495,28424.899999999998,557.8532268923727,6442.146773107627,26087.47335769934
342,2009-07-23,6308,gbp,2016-09-27,1436,4.9295,4.9573,5.084,31095.286,289.67381437476047,6018.326185625239,30597.170327718715
343,2004-08-09,3685,chf,2021-07-16,5793,2.8453,4.2219,4.5849,10484.9305,1372.13103105237,2312.86896894763,10604.27293572799
344,2007-10-12,4181,gbp,2020-10-26,5039,5.3353,5.0579,5.084,22306.8893,996.2632713181359,3184.736728681864,16191.201528618596
345,2007-06-12,2253,gbp,2014-12-30,6373,5.6566,5.5111,5.084,12744.3198,1156.3934604706865,1096.6065395293135,5575.14764696703
346,2011-02-28,3623,eur,2020-02-13,6357,3.9763,4.2557,4.3463,14406.134900000001,1493.7613083629014,2129.238691637099,9254.310125462323
347,2009-03-09,2371,usd,2020-07-03,9396,3.7458,3.9764,4.0495,8881.2918,2362.9413539885322,8.058646011467772,32.63348702343875
348,2007-08-29,2898,chf,2017-11-17,7468,2.3541,3.6266,4.5849,6822.181799999999,2059.2290299454035,838.7709700545965,3845.6810206033197
349,2002-10-10,2848,chf,2021-07-09,4521,2.8032,4.1965,4.5849,7983.513599999999,1077.3263433813893,1770.6736566186107,8118.361648230669
350,2009-10-13,6641,chf,2020-03-24,5462,2.7838,4.3563,4.5849,18487.215799999998,1253.8163120078966,5387.183687992103,24699.698491074992
351,2011-07-04,1805,chf,2020-09-04,4193,3.2002,4.1259,4.5849,5776.361,1016.2631183499359,788.7368816500641,3616.279728677379
352,2004-03-19,7349,usd,2014-07-25,5959,3.8359,3.0831,4.0495,28190.0291,1932.794914209724,5416.205085790276,21932.92249490772
353,2008-08-07,7007,chf,2021-08-26,2968,1.9875,4.2422,4.5849,13926.4125,699.6369808118428,6307.3630191881575,28918.628706675783
354,2012-08-09,6927,gbp,2019-01-11,4825,5.1509,4.755,5.084,35680.2843,1014.7213459516299,5912.27865404837,30058.02467718191
355,2008-10-27,2168,gbp,2018-07-31,3032,4.7297,4.795,5.084,10253.9896,632.325338894682,1535.6746611053181,7807.369977059437
356,2003-05-09,1479,chf,2017-04-24,1729,2.8744,3.9267,4.5849,4251.2376,440.3188427942038,1038.6811572057961,4762.249237672855
357,2004-04-29,1708,eur,2022-04-22,4184,4.7981,4.6361,4.3463,8195.1548,902.4826901921874,805.5173098078126,3501.019883617696
358,2006-04-28,9107,usd,2014-10-28,4089,3.0841,3.3295,4.0495,28086.898699999998,1228.1123291785555,7878.887670821445,31905.55562299144
359,2012-03-29,5536,gbp,2020-03-23,5968,4.971,4.9491,5.084,27519.456000000002,1205.8758158048938,4330.124184195106,22014.351352447917
360,2007-11-22,1196,usd,2015-09-17,2719,2.4855,3.7129,4.0495,2972.658,732.3116701230844,463.68832987691565,1877.70589183657
361,2005-05-13,7599,chf,2020-10-19,4765,2.7063,4.2448,4.5849,20565.1737,1122.5499434602339,6476.450056539767,29693.875864229176
362,2007-01-10,6012,usd,2019-10-04,8285,2.9943,3.9469,4.0495,18001.7316,2099.1157617370595,3912.8842382629405,15845.224722845778
363,2002-10-30,7624,eur,2022-03-09,8270,3.9818,4.8429,4.3463,30357.243199999997,1707.6545045324083,5916.345495467592,25714.212426950795
364,2006-09-05,7915,eur,2014-12-30,5337,3.9687,4.3138,4.3463,31412.2605,1237.1922666790301,6677.807733320969,29023.75575133293
365,2005-05-18,7146,gbp,2016-08-03,4722,6.1079,5.1431,5.084,43647.0534,918.1233108436547,6227.8766891563455,31662.52508767086
366,2005-02-07,7107,chf,2015-01-21,1471,2.5416,4.316,4.5849,18063.1512,340.8248378127896,6766.17516218721,31022.23650111214
367,2005-01-04,6448,usd,2013-04-30,4935,3.0406,3.1721,4.0495,19605.7888,1555.7517102235113,4892.2482897764885,19811.15944944989
368,2008-07-30,6022,usd,2021-02-12,4463,2.0539,3.7186,4.0495,12368.5858,1200.182864518905,4821.817135481095,19525.948490130693
369,2002-03-29,3085,chf,2017-02-01,9345,2.4587,4.0465,4.5849,7585.0895,2309.403187940195,775.596812059805,3556.033823613
370,2002-12-02,8691,eur,2014-01-08,5477,3.9723,4.1789,4.3463,34523.2593,1310.6319844935272,7380.368015506473,32077.293505795787
371,2010-01-15,1098,usd,2022-07-29,8426,2.7973,4.6365,4.0495,3071.4354,1817.3190984578885,-719.3190984578885,-2912.8826892052193
372,2011-05-26,4966,chf,2014-06-25,1938,3.2195,3.4064,4.5849,15988.037,568.9290746829497,4397.07092531705,20160.13048548614
373,2011-01-26,8699,gbp,2022-07-22,5853,4.4767,5.6103,5.084,38942.8133,1043.2597187316187,7655.740281268381,38921.78358996845
374,2012-07-04,1021,chf,2018-07-12,7624,3.5005,3.7159,4.5849,3574.0105000000003,2051.72367394171,-1030.7236739417099,-4725.764972655345
375,2008-12-03,1657,chf,2019-01-10,7014,2.5139,3.8273,4.5849,4165.5323,1832.6235204974785,-175.62352049747847,-805.216279128889
376,2011-12-23,7328,eur,2014-05-05,2364,4.4401,4.2056,4.3463,32537.0528,562.107665969184,6765.892334030816,29406.597851398135
377,2011-01-28,6977,eur,2016-03-31,5357,3.9111,4.2684,4.3463,27287.7447,1255.037016212164,5721.9629837878365,24869.367716437075
378,2008-01-30,3457,gbp,2023-01-31,3433,4.8765,5.3595,5.084,16858.0605,640.5448269428118,2816.4551730571884,14318.858099822744
379,2011-04-13,8461,eur,2014-09-18,7823,3.9756,4.188,4.3463,33637.5516,1867.956064947469,6593.043935052531,28655.34685491882
380,2007-01-25,8627,usd,2020-02-14,6398,2.9912,3.9098,4.0495,25805.0824,1636.4008389175917,6990.5991610824085,28308.431302803216
381,2010-05-19,6481,usd,2021-02-15,9998,3.3595,3.6949,4.0495,21772.9195,2705.8919050583236,3775.1080949416764,15287.300230466319
382,2002-02-19,8716,gbp,2022-03-15,7466,5.9032,5.6056,5.084,51452.2912,1331.8824033109747,7384.117596689025,37540.853861567004
383,2003-06-06,9255,eur,2023-12-22,1525,4.4369,4.3288,4.3463,41063.5095,352.2916281648494,8902.708371835151,38693.84139650712
384,2010-01-26,4906,usd,2017-07-18,5232,2.9068,3.6469,4.0495,14260.7608,1434.6431215552934,3471.3568784447066,14057.259679261839
385,2007-01-15,3783,gbp,2013-07-23,1822,5.8804,4.9119,5.084,22245.5532,370.935890388648,3412.0641096113523,17346.933933264114
386,2004-01-06,9907,eur,2020-10-21,9295,4.6704,4.5869,4.3463,46269.652799999996,2026.423074407552,7880.576925592448,34251.35149170246
387,2004-04-21,2866,eur,2013-02-21,3755,4.7436,4.176,4.3463,13595.157599999999,899.1858237547892,1966.8141762452108,8548.36445421456
388,2006-12-27,6992,gbp,2015-10-12,4461,5.7156,5.7014,5.084,39963.4752,782.4394008489144,6209.560599151086,31569.406086084116
389,2009-04-29,5390,usd,2017-08-22,5452,3.368,3.6334,4.0495,18153.52,1500.5229261848406,3889.477073815159,15750.437410414488
